Environment-by-species table, analysis 2.  3 Vars    6 Specs 29 Cov
 (I5/  1(8F9.4:/))
     6
    1
   0.0673   0.0000   0.0132   0.0037   0.0374   0.0057
    2
   0.0198   0.0000  -0.0658   0.0256   0.0057  -0.0014
    3
  -0.1886   0.0000   0.0910  -0.0119  -0.0224  -0.0013
 0000
 00000000
F       Gsum    G3      G4      L       W       
YrsOB   BP5Yrs  YrsSLB  
