Environment-by-species table, analysis 5.  3 Vars    5 Specs 29 Cov
 (I5/  1(8F9.4:/))
     5
    1
   0.0001  -0.0026  -0.0018   0.0018   0.0096
    2
   0.0013  -0.0069   0.0083  -0.0013  -0.0040
    3
  -0.0080   0.0142  -0.0049   0.0018   0.0031
 0000
 00000000
F.p     G3.p    G4.p    Leg.p   Wood.p  
YrsOB   BP5Yrs  YrsSLB  
