"plot","plot_yr","yr","repeat_plot","grid_plot","date_samp","jul_day","easting","northing","coord_comments","grassht","forbht","woodyht","woodypct","basal_area","density","dens_c1","dens_c2","dens_c3","dens_c4","avgdens","stddens","waterpct","rockpct","barepct","slope","aspect","TEC","PH","ORG","S","BCA","BMG","BK","BNA","BH","rain6","rain7","rain8","rain9","rain10","rain11","rain12","rain1","rain2","rain3","rain4","rain5","temp6","temp7","temp8","temp9","temp10","temp11","temp12","temp1","temp2","temp3","temp4","temp5","OrBis","bison","YrsOB","BP5Yrs","YrsSLB","burn","date_of_burn","jul_day_burn","logP","logCA","logMG","logK","logNA.","logB","logFE","logMN","logCU","logZN","logAL","eastness","northness"
303,303.2002,2002,1,1,2002-06-17,168,731000,4082000,"",0.6,0.6,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,4,44,23.34,6,5.1,"23",64.4,14.21,2.74,0.57,18.08,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,2,2.216438356,0,NA,NA,1,3.3142886609475,2.43616264704076,2.23299611039215,1.32221929473392,0.257678574869184,2.13033376849501,1.65321251377534,0.20682587603185,0.68304703823885,2.79518458968242,0.0177019251054136,0.999843308647691
307,307.2002,2002,1,1,2002-06-04,155,731000,4079000,"",0.5,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,20,3,270,16.01,6.1,4.86,"24",65.44,21.4,1.97,0.81,10.37,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0.460273973,2,1.216438356,0,NA,NA,0.954242509439325,3.32531037171106,2.61804809671209,2.09342168516224,1.47712125471966,0.262451089730429,2.41497334797082,1.53147891704226,0.217483944213906,0.511883360978874,2.78532983501077,-0.176045946471211,0.984381950632505
308,308.2002,2002,1,1,2002-06-10,161,730000,4086000,"",0.7,0.7,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,1,7,126,16.16,6.6,8.43,"29",80.96,14.73,2.34,0.42,1.54,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,5,0.246575342,1,2002-03-12,71,1.04139268515823,3.68295692630121,2.72098574415374,2.4345689040342,1.46239799789896,0.307496037913213,2.10720996964787,1.65321251377534,0.480006942957151,0.724275869600789,2.72835378202123,0.329990825673782,0.943984139152314
309,309.2002,2002,1,1,2002-06-10,161,731000,4086000,"",0.5,0.4,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,15,20,8,120,29.76,5.8,4.96,"23",51.73,19.03,2.19,1.25,25.8,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,5,0.246575342,1,2002-03-12,71,0.903089986991944,3.21722065564452,2.56110138364906,2.13353890837022,1.66275783168157,0.250420002308894,2.42324587393681,1.17609125905568,0.220108088040055,0.376576957056512,2.8819549713396,0.580611184212314,0.814180970526562
317,317.2002,2002,1,1,2002-06-07,158,733000,4079000,"",0.7,0.5,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0.5,2,5,125,15.94,6.8,5.91,"26",84.23,13.65,1.59,0.55,0,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0.468493151,2,1.224657534,0,NA,NA,1,3.5720579899263,2.55990662503611,2.13672056715641,1.44715803134222,0.338456493604605,2.36735592102602,1.72427586960079,0.301029995663981,0.521138083704036,2.68304703823885,-0.616040459188656,0.787714512144234
319,319.2002,2002,1,1,2002-06-07,158,734000,4079000,"",0.5,0.7,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,2,1,160,22.16,6.3,6,"28",82.22,12.67,2.72,0.48,1.93,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,2,0.197260274,1,2002-03-27,86,1.04139268515823,3.59039594718401,2.55630250076729,2.39967372148104,1.41497334797082,0.285557309007774,2.06818586174616,1.77815125038364,0.356025857193123,0.59659709562646,2.70070371714502,0.219425258379005,-0.975629312795237
331,331.2002,2002,1,1,2002-06-11,162,738000,4069000,"",0.3,0.4,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,1,20,2,300,23.68,5.9,2.47,"21",76.68,12.82,3.42,1.57,5.5,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,0,7.189041096,0,NA,NA,1.32221929473392,3.10585067438514,2.10720996964787,2.04532297878666,1.47712125471966,0.238046103128795,2.45484486000851,1.57978359661681,0.0934216851622351,0.904715545278681,2.75739602879302,-0.999755839901149,-0.0220966192786839
343,343.2002,2002,1,1,2002-06-17,168,734000,4083000,"",0.6,0.5,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,2,43,8.32,6,4.62,"23",65.74,19.74,2.89,0.74,10.9,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,1,4.243835616,0,NA,NA,0.903089986991944,3.3055663135153,2.56110138364906,2.2380461031288,1.41497334797082,0.2405492482826,2.42651126136458,1.65321251377534,0.267171728403014,0.597695185925512,2.78247262416629,-0.831774742628598,0.555113301520626
346,346.2002,2002,1,1,2002-06-03,154,734000,4074000,"",0.5,0.6,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0.5,30,5,310,15.37,6,6.19,"24",75.6,18.78,2.54,0.73,2.34,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,4,0.183561644,1,2002-03-28,87,0.903089986991944,3.47202469770028,2.64542226934909,2.28780172993023,1.51851393987789,0.294466226161593,2.2148438480477,1,0.269512944217916,0.445604203273598,2.71683772329952,0.85088768865586,-0.525347638515573
350,350.2002,2002,1,1,2002-06-04,155,733000,4081000,"",0.6,0.4,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,20,2,190,19.9,6,5.48,"25",63.97,18.17,1.75,1.55,14.54,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0.460273973,2,1.208219178,0,NA,NA,1,3.40585839931764,2.63748972951251,2.13353890837022,1.85125834871908,0.230448921378274,2.38916608436453,1.55630250076729,0.346352974450639,0.633468455579587,2.75966784468963,0.9977992786806,0.0663068583517113
205,205.2003,2003,1,1,2003-06-11,162,727000,4080000,"",0.5,0.6,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,3,298,21.8,7,6.53,"27",74.84,17.7,2.21,0.86,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,9.652054795,0,5.369863014,0,NA,NA,1.11394335230684,3.51361707378787,2.66558099101795,2.27415784926368,1.63346845557959,0.264817823009536,2.06445798922692,1.75587485567249,0.382017042574868,0.569373909615046,2.73158876518674,0.436137629146049,-0.899879974464853
206,206.2003,2003,1,1,2003-06-16,167,730000,4076000,"",0.5,0.5,0.4,4,0,0,NA,NA,NA,NA,0,NA,0,0,15,1,296,18.43,6.7,5.5,"25",80.25,16.05,2.87,0.83,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,7.073972603,2,0.232876712,1,2003-03-23,82,1.04139268515823,3.47099816966087,2.55022835305509,2.31386722036915,1.54406804435028,0.212187604403958,2.06818586174616,1.69897000433602,0.230448921378274,0.688419822002711,2.64738297011462,0.636761250564552,0.771061028570027
208,208.2003,2003,1,1,2003-06-28,179,728000,4078000,"",0.8,0.5,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,5,209,26.18,7.3,5.93,"29",78.11,15.92,2.04,3.94,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,9.698630137,1,2.583561644,0,NA,NA,1,3.61172330800734,2.69897000433602,2.31806333496276,2.3747483460101,0.338456493604605,2.01703333929878,1.81291335664286,0.363611979892144,0.447158031342219,2.68304703823885,0.996466641766108,-0.0839894746225687
220,220.2003,2003,1,1,2003-06-20,171,728000,4080000,"",0.8,0.5,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,1,4,110,22.3,6.9,5.02,"23",82.38,14.91,1.53,1.19,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,9.676712329,1,2.260273973,0,NA,NA,0.954242509439325,3.56513915196979,2.60097289568675,2.12385164096709,1.78532983501077,0.232996110392154,2.22271647114758,1.65321251377534,0.33645973384853,0.367355921026019,2.71767050300226,-0.044242678085071,-0.999020813314648
222,222.2003,2003,1,1,2003-06-16,167,729000,4077000,"",0.6,0.6,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,20,2,46,18.31,6.2,5.03,"25",70.48,15.97,3.6,0.78,9.15,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,7.073972603,1,3.547945205,0,NA,NA,1.04139268515823,3.41178800454387,2.54530711646582,2.40993312333129,1.51851393987789,0.252853030979893,2.16136800223497,1.66275783168157,0.298853076409707,0.57287160220048,2.74973631556906,0.901788347648809,-0.432177944884778
226,226.2003,2003,1,1,2003-06-16,167,729000,4078000,"",0.6,0.6,0.4,5,0,0,NA,NA,NA,NA,0,NA,0,0,15,4,222,18.3,6,5.3,"27",62.46,18.58,2.31,0.86,15.81,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,7.301369863,1,3.547945205,0,NA,NA,1.04139268515823,3.35907622605926,2.61066016308988,2.21748394421391,1.55630250076729,0.252853030979893,2.35024801833416,1.49136169383427,0.255272505103306,0.705007959333336,2.75281643118827,0.868950838216349,-0.494898414589402
238,238.2003,2003,1,1,2003-06-12,163,732000,4075000,"",0.6,0.5,0.1,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,10,5,35,13.66,6.2,3.62,"27",78.51,15.31,1.88,0.92,3.35,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,4.312328767,3,1.208219178,0,NA,NA,1,3.33142729652074,2.39967372148104,2,1.46239799789896,0.220108088040055,2.29003461136252,1.41497334797082,0.198657086954423,0.584331224367531,2.75739602879302,-0.428182669496151,-0.903692205091507
244,244.2003,2003,1,1,2003-06-12,163,731000,4074000,"",0.7,0.5,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,1,270,14.93,6,3.54,"28",66.08,18.2,3.37,1.11,11.23,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,4.312328767,1,1.789041096,0,NA,NA,1,3.29512708525219,2.51321760006794,2.29225607135648,1.57978359661681,0.220108088040055,2.23299611039215,1.36172783601759,0.181843587944773,0.60959440922522,2.77597433112937,-0.176045946471211,0.984381950632505
254,254.2003,2003,1,1,2003-06-12,163,734000,4071000,"",0.6,0.7,0.5,1,0,0,NA,NA,NA,NA,0,NA,1,0,5,5,122,21.1,7.1,4.72,"29",83.6,13.27,2.35,0.8,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,3,1.791780822,0,NA,NA,1,3.54752857645978,2.52633927738984,2.28555730900777,1.5910646070265,0.307496037913213,2.3654879848909,1.80617997398389,0.403120521175818,0.532754378992498,2.64443858946784,0.498713153896394,-0.86676709105198
259,259.2003,2003,1,1,2003-06-13,164,734000,4073000,"",0.5,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0.5,40,2,28,24.38,6.3,5.75,"26",79.68,10.19,2.61,0.64,6.87,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,4,0.216438356,1,2003-03-26,85,1.11394335230684,3.58939102313693,2.47421626407626,2.39445168082622,1.55630250076729,0.2405492482826,2.04139268515822,1.90848501887865,0.324282455297693,0.519827993775719,2.80208925788173,0.270905788307869,-0.962605866313567
303,303.2003,2003,1,1,2003-06-20,171,731000,4082000,"",0.4,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,20,4,44,15.68,5.8,3.73,"24",65.34,12.7,2.68,0.8,18.46,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,2,0.265753425,1,2003-03-15,74,1.04139268515823,3.31154195840119,2.37839790094814,2.2148438480477,1.46239799789896,0.217483944213906,2.09342168516224,1.64345267648619,0.209515014542631,0.580924975675619,2.79518458968242,0.0177019251054136,0.999843308647691
307,307.2003,2003,1,1,2003-06-17,168,731000,4079000,"",0.7,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,5,3,270,14.05,5.9,3.37,"27",64.23,20.34,1.93,1.58,11.93,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,1.495890411,1,2.252054795,0,NA,NA,1.04139268515823,3.25647720624168,2.53529412004277,2.02530586526477,1.70757017609794,0.24551266781415,2.36921585741014,1.50514997831991,0.187520720836463,0.426511261364575,2.80140371001736,-0.176045946471211,0.984381950632505
308,308.2003,2003,1,1,2003-06-17,168,730000,4086000,"",0.8,0.7,0.4,5,0,0,NA,NA,NA,NA,0,NA,0,0,2,7,126,25.87,6.4,7.04,"31",80.54,14.59,2.34,0.77,1.77,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,5,0.263013699,1,2003-03-13,72,1.17609125905568,3.61982350045728,2.65609820201283,2.37291200297011,1.66275783168157,0.307496037913213,2.14921911265538,1.56820172406699,0.453318340047038,0.624282095835668,2.77670118398841,0.329990825673782,0.943984139152314
309,309.2003,2003,1,1,2003-06-17,168,731000,4086000,"",0.4,1,0.2,0.5,0,0,NA,NA,NA,NA,0,NA,0,10,15,8,120,17.98,5.6,3.44,"26",51,15.8,1.85,1.69,29.64,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,5,0.263013699,1,2003-03-13,72,1.07918124604762,3.263399331334,2.5327543789925,2.11394335230684,1.84509804001426,0.222716471147583,2.40140054078154,1.23044892137827,0.217483944213906,0.406540180433955,2.90687353472207,0.580611184212314,0.814180970526562
317,317.2003,2003,1,1,2003-06-20,171,733000,4079000,"",0.6,0.6,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,2,5,125,17.92,6.8,3.56,"30",82.84,14.37,1.57,1.24,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,1.504109589,1,2.260273973,0,NA,NA,0.954242509439325,3.47261019759604,2.48995847942483,2.04139268515822,1.70757017609794,0.290034611362518,2.25285303097989,1.63346845557959,0.257678574869184,0.285557309007774,2.76417613239033,-0.616040459188656,0.787714512144234
319,319.2003,2003,1,1,2003-06-20,171,734000,4079000,"",0.6,0.6,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,1,1,160,21.49,6.3,5.04,"28",82.25,12.25,2.58,0.77,2.13,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,1,1.232876712,0,NA,NA,1.11394335230684,3.54838941813292,2.4996870826184,2.33445375115093,1.57978359661681,0.24551266781415,2.06445798922692,1.68124123737559,0.33645973384853,0.502427119984433,2.70586371228392,0.219425258379005,-0.975629312795237
331,331.2003,2003,1,1,2003-06-13,164,738000,4069000,"",0.5,0.4,0.7,10,0,0,NA,NA,NA,NA,0,NA,0,0.5,15,2,300,8.59,5.9,2,"24",77.47,12.32,3.31,1.52,5.33,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,0,8.194520548,0,NA,NA,1.30102999566398,3.12417805547468,2.10380372095596,2.04532297878666,1.47712125471966,0.167317334748176,2.35602585719312,1.55630250076729,0.0718820073061254,0.829946695941636,2.70500795933334,-0.999755839901149,-0.0220966192786839
343,343.2003,2003,1,1,2003-06-18,169,734000,4083000,"",0.6,0.4,0.4,3,0,0,NA,NA,NA,NA,0,NA,0,4,0,2,43,12.89,6,4.05,"24",64.27,18.49,3.22,1.01,13,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,0,5.246575342,0,NA,NA,1.04139268515823,3.21932250841934,2.45636603312904,2.20951501454263,1.47712125471966,0.222716471147583,2.3654879848909,1.57978359661681,0.217483944213906,0.600972895686748,2.74036268949424,-0.831774742628598,0.555113301520626
346,346.2003,2003,1,1,2003-06-13,164,734000,4074000,"",0.4,0.5,0.2,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,15,5,310,17.13,6,5.31,"29",74.69,18.29,3.25,1.09,2.67,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,5,0.216438356,1,2003-03-26,85,1.04139268515823,3.40807028588719,2.57518784492766,2.33645973384853,1.63346845557959,0.220108088040055,2.2380461031288,1.14612803567824,0.309630167425899,0.499687082618404,2.73479982958885,0.85088768865586,-0.525347638515573
350,350.2003,2003,1,1,2003-06-11,162,733000,4081000,"",0.5,0.4,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,2,190,18.5,5.9,4.5,"25",63.92,16.89,1.64,1.93,15.64,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,1.479452055,1,2.22739726,0,NA,NA,1.04139268515823,3.37383114507383,2.57403126772772,2.07188200730613,1.91381385238372,0.24551266781415,2.33041377334919,1.47712125471966,0.328379603438738,0.571708831808688,2.74507479158206,0.9977992786806,0.0663068583517113
205,205.2004,2004,1,1,2004-06-21,173,727000,4080000,"",0.8,1,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,5,3,298,30.95,6.8,6.15,"30",77.75,18.12,1.81,0.83,1.48,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,10.68219178,0,6.4,0,NA,NA,0.903089986991944,3.68241586167736,2.82801506422398,2.3384564936046,1.77085201164214,0.318063334962762,2.12057393120585,1.76342799356294,0.677606952720493,0.494154594018443,2.78103693862113,0.436137629146049,-0.899879974464853
206,206.2004,2004,1,1,2004-06-21,173,730000,4076000,"",0.6,0.8,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,25,1,296,20.37,6.5,5.17,"25",77.42,19.39,2.2,0.98,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,8.090410959,2,1.249315068,0,NA,NA,0.954242509439325,3.49886168899288,2.67577834167409,2.24303804868629,1.66275783168157,0.276461804173244,2.14612803567824,1.66275783168157,0.574031267727719,0.607455023214668,2.7041505168398,0.636761250564552,0.771061028570027
208,208.2004,2004,1,1,2004-06-08,160,728000,4078000,"",0.7,0.8,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,5,209,31.21,7.5,5.73,"36",78.4,16.58,1.72,3.29,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,10.64657534,1,3.531506849,0,NA,NA,0.903089986991944,3.68966396501577,2.79309160017658,2.32014628611105,2.37291200297011,0.385606273598312,2.02938377768521,1.81291335664286,0.69196510276736,0.340444114840118,2.62940959910272,0.996466641766108,-0.0839894746225687
220,220.2004,2004,1,1,2004-06-20,172,728000,4080000,"",0.5,0.8,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,4,110,22.61,7,5.62,"28",80.05,17.8,1.59,0.58,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,10.67945205,2,0.273972603,1,2004-03-12,72,0.903089986991944,3.55870857053317,2.68394713075151,2.14612803567824,1.47712125471966,0.28330122870355,2.23299611039215,1.67209785793572,0.428134794028789,0.440909082065218,2.73798732633343,-0.044242678085071,-0.999020813314648
222,222.2004,2004,1,1,2004-06-08,160,729000,4077000,"",0.8,0.9,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,2,46,15.8,6.2,5.28,"21",77.72,18.99,2.71,0.61,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,8.054794521,1,4.528767123,0,NA,NA,0.845098040014257,3.39022836246913,2.55630250076729,2.22271647114758,1.34242268082221,0.209515014542631,2.09342168516224,1.56820172406699,0.445604203273598,0.450249108319361,2.76715586608218,0.901788347648809,-0.432177944884778
226,226.2004,2004,1,1,2004-06-08,160,729000,4078000,"",0.8,0.7,0.5,5,0,0,NA,NA,NA,NA,0,NA,0,0,5,4,222,21.03,6,5.78,"25",58.84,19.38,1.52,0.7,19.55,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,8.282191781,1,4.528767123,0,NA,NA,0.954242509439325,3.39357520326959,2.68930885912362,2.09691001300806,1.53147891704226,0.232996110392154,2.35024801833416,1.36172783601759,0.3654879848909,0.665580991017953,2.79865064544527,0.868950838216349,-0.494898414589402
238,238.2004,2004,1,1,2004-06-13,165,732000,4075000,"",0.5,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,5,20,5,35,13.45,6.1,4.12,"24",81.3,15.92,1.93,0.84,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,1,5.317808219,2,2.21369863,0,NA,NA,0.845098040014257,3.33984878303764,2.40993312333129,2.00432137378264,1.41497334797082,0.2405492482826,2.25767857486918,1.27875360095283,0.214843848047698,0.403120521175818,2.8109042806687,-0.428182669496151,-0.903692205091507
244,244.2004,2004,1,1,2004-06-13,165,731000,4074000,"",0.6,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,25,1,270,20.45,6.4,3.75,"28",70.27,18.83,2.16,0.55,8.2,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,1,5.317808219,1,2.794520548,0,NA,NA,0.845098040014257,3.45848676379821,2.66464197555613,2.23552844690755,1.41497334797082,0.217483944213906,2.17318626841227,1.20411998265592,0.252853030979893,0.309630167425899,2.85672889038288,-0.176045946471211,0.984381950632505
254,254.2004,2004,1,1,2004-06-13,165,734000,4071000,"",1.8,0.8,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,5,122,23.32,6.8,4.69,"32",83.38,13.72,2.11,0.76,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,2,2.797260274,0,NA,NA,0.845098040014257,3.58983794314746,2.58433122436753,2.28330122870355,1.61278385671974,0.344392273685111,2.45178643552429,1.74036268949424,0.492760389026837,0.46686762035411,2.70671778233676,0.498713153896394,-0.86676709105198
259,259.2004,2004,1,1,2004-06-21,173,734000,4073000,"",0.6,0.6,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,3,2,28,27.28,6.2,5.98,"25",76.65,9.99,2.35,0.4,10.61,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0.016438356,3,1.24109589,0,NA,NA,0.903089986991944,3.62138402848165,2.51454775266029,2.39794000867204,1.39794000867204,0.269512944217916,1.95424250943932,1.98227123303957,0.267171728403014,0.416640507338281,2.84385542262316,0.270905788307869,-0.962605866313567
303,303.2004,2004,1,1,2004-06-14,166,731000,4082000,"",0.7,0.6,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,4,44,14.32,5.8,3.9,"22",69.45,15.6,2.54,0.73,11.7,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,3,0.238356164,1,2004-03-19,79,0.845098040014257,3.29863478312444,2.42813479402879,2.15228834438306,1.38021124171161,0.235528446907549,2.09342168516224,1.51851393987789,0.227886704613674,0.409933123331295,2.8394780473742,0.0177019251054136,0.999843308647691
307,307.2004,2004,1,1,2004-06-14,166,731000,4079000,"",0.6,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,2,3,270,17.68,6,3.88,"27",55.15,18.95,1.44,1.23,23.26,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,1,2.490410959,1,3.246575342,0,NA,NA,0.778151250383644,3.29003461136252,2.60422605308447,1.99563519459755,1.69897000433602,0.250420002308894,2.48429983934679,1.53147891704226,0.243038048686294,0.326335860928751,2.81822589361396,-0.176045946471211,0.984381950632505
308,308.2004,2004,1,1,2004-06-12,164,730000,4086000,"",0.6,0.6,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,7,126,27.92,6.4,8.07,"28",82.63,14.77,2.1,0.5,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,5,0.252054795,1,2004-03-12,72,0.954242509439325,3.66407759018507,2.69460519893357,2.35983548233989,1.50514997831991,0.340444114840118,2.09342168516224,1.63346845557959,0.472756449317212,0.639486489268586,2.76417613239033,0.329990825673782,0.943984139152314
309,309.2004,2004,1,1,2004-06-12,164,731000,4086000,"",0.5,0.8,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,10,15,8,120,19.08,5.7,4.13,"27",44.39,17.91,1.6,1.8,34.32,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,5,0.252054795,1,2004-03-12,72,0.845098040014257,3.22891340599469,2.61278385671974,2.07554696139253,1.89762709129044,0.267171728403014,2.39093510710338,0.903089986991944,0.195899652409234,0.252853030979893,2.96331551138611,0.580611184212314,0.814180970526562
