plot,plot_yr,yr,repeat_plot,grid_plot,date_samp,jul_day,easting,northing,coord_comments,grassht,forbht,woodyht,woodypct,basal_area,density,dens_c1,dens_c2,dens_c3,dens_c4,avgdens,stddens,waterpct,rockpct,barepct,slope,aspect,TEC,PH,ORG,S,P,CA,MG,K,NA,BCA,BMG,BK,BNA,BH,B,FE,MN,CU,ZN,AL,rain6,rain7,rain8,rain9,rain10,rain11,rain12,rain1,rain2,rain3,rain4,rain5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp1,temp2,temp3,temp4,temp5,OrBis,bison,YrsOB,BP5Yrs,YrsSLB,burn,date_of_burn,jul_day_burn
66,66.1992,1992,0,0,8/13/1992,226,731163,4079618,,,,,45.0,13918,69,,,,,58.1,27.6,4,0.0,6,6,150,13.43,5.9,2.5,16,5,1540,262,104,26,57.33,16.26,1.99,0.84,18,0.63,188,96,1.53,3,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67.1992,1992,0,0,8/13/1992,226,731197,4079605,,,,,80.0,20054,138,,,,,81.3,3.4,0,2.0,5,7,240,22.63,5.4,4.4,21,8,2046,340,182,32,45.21,12.52,2.06,0.61,33,0.95,271,56,1.72,4.9,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68.1992,1992,0,0,8/14/1992,227,731231,4079594,,,,,85.0,27639,252,,,,,81.3,4.5,0,3.0,2,14,250,17.43,5,3.4,20,6,1076,301,101,34,30.87,14.39,1.49,0.85,45,0.71,359,27,1.01,3.7,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101.1995,1995,0,0,6/25/1995,176,,,,,,,5.0,0,0,,,,,0.0,0.0,0,0.0,0,3,120,17.03,6.8,5.1,26,13,2420,362,206,20,71.05,17.71,3.1,0.51,3,0.64,125,88,1.34,4.5,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,102.1995,1995,0,0,6/26/1995,177,,,,,,,30.0,393,492,,,,,8.6,11.6,40,0.0,5,1,160,19.32,6.4,4.2,36,9,2890,217,86,32,74.79,9.36,1.14,0.72,9,0.84,336,138,1.99,3.4,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,103.1995,1995,0,0,6/26/1995,177,,,,,,,5.0,0,0,,,,,0.0,0.0,0,0.0,0,4,140,27.63,6.5,6.7,38,11,3831,527,175,48,69.33,15.89,1.62,0.76,7.5,0.76,183,62,2.5,4,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104.1995,1995,0,0,6/27/1995,178,,,,,,,0.0,0,0,,,,,0.0,0.0,100,0.0,0,1,40,11.08,5.5,1.7,36,9,1080,146,112,33,48.74,10.98,2.59,1.29,30,0.69,471,125,0.87,1.6,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105.1995,1995,0,0,6/27/1995,178,729895,4083163,,,,,1.0,0,0,,,,,0.0,0.0,0,0.0,0,1,100,27.11,7.3,5,35,12,4314,439,231,42,79.56,13.49,2.18,0.67,0,0.92,145,109,2.56,4.3,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106.1995,1995,0,0,7/11/1995,192,726996,4079874,,,,,0.0,0,0,,,,,0.0,0.0,0,2.0,2,1,180,42.05,7.8,3.7,50,13,6885,633,226,59,81.87,12.54,1.38,0.61,0,0.85,105,143,2.65,1.7,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107.1995,1995,0,0,7/11/1995,192,726790,4079801,,,,,0.0,0,0,,,,,0.0,0.0,80,0.0,0,0,45,42.72,6.5,7.4,179,11,6532,443,265,90,76.45,8.64,1.59,0.92,7.5,1.19,461,134,0.82,4.8,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108.1995,1995,0,0,7/11/1995,192,,,,,,,85.0,21318,62,,,,,81.5,4.1,0,0.0,70,1,90,25.46,6.5,5.1,31,19,3664,372,303,24,71.96,12.18,3.05,0.41,7.5,0.92,270,101,2.71,5.7,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109.1995,1995,0,0,7/11/1995,192,,,,,,,70.0,8143,543,,,,,51.3,10.4,0,70.0,5,1,340,22.56,8,2,36,11,3901,229,105,25,86.46,8.46,1.19,0.48,0,0.73,191,199,1.82,2.3,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110.1995,1995,0,0,7/12/1995,193,,,,,,,1.0,0,0,,,,,0.0,0.0,0,0.0,5,3,130,23.27,7.8,4.1,34,13,3897,301,120,31,83.72,10.78,1.32,0.58,0,0.86,253,95,2.19,2.5,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111.1995,1995,0,0,7/12/1995,193,,,,,,,1.0,0,0,,,,,0.0,0.0,0,20.0,16,10,90,13.09,5.9,6.3,26,28,1654,152,154,16,63.18,9.68,3.02,0.53,18,0.44,96,67,0.84,12.9,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112.1995,1995,0,0,7/12/1995,193,,,,,,,0.0,0,0,,,,,0.0,0.0,0,0.0,1,3,115,23.36,6.9,5.3,31,13,3773,323,96,36,80.75,11.52,1.05,0.67,1.5,0.67,206,73,1.84,5.2,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113.1995,1995,0,0,7/13/1995,194,731318,4075300,,,,,0.5,0,0,,,,,0.0,0.0,40,4.0,2,0,285,28.41,7.5,5.3,90,12,4773,336,187,37,84.00,9.86,1.69,0.57,0,1.11,302,69,2.59,3.4,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114.1995,1995,0,0,7/13/1995,194,731400,4075455,,,,,5.0,0,0,,,,,0.0,0.0,8,15.0,5,2,80,24.86,7.6,3.9,32,6,4154,315,149,33,83.54,10.56,1.54,0.58,0,1.12,210,104,2.79,2,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115.1995,1995,0,0,7/13/1995,194,731173,4075527,,,,,1.0,0,0,,,,,0.0,0.0,0,0.5,0,7,45,21.71,7,6.8,27,10,3489,340,134,32,80.34,13.05,1.58,0.64,0,1.09,196,47,2.45,4,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116.1995,1995,0,0,7/13/1995,194,731132,4075543,,,,,0.0,74,3,,,,,0.0,0.0,100,0.0,0,0,90,27.64,7.5,3.9,99,14,4838,202,199,41,87.51,6.09,1.85,0.64,0,0.76,418,38,1.81,2.7,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117.1995,1995,0,0,7/17/1995,198,,,,,,,75.0,2023,896,,,,,16.7,12.0,10,10.0,1,1,90,42.52,7.9,6,38,12,7596,283,218,32,89.32,5.55,1.31,0.33,0,1.18,111,91,2.68,5.5,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118.1995,1995,0,0,7/17/1995,198,737210,4070285,,,,,85.0,20772,160,,,,,81.0,12.3,0,85.0,10,1,270,24,7.8,4.3,28,14,4188,182,241,15,87.25,6.32,2.57,0.27,0,0.91,113,199,2.5,5,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119.1995,1995,0,0,7/18/1995,199,736582,4070252,,,,,10.0,1023,92,,,,,7.3,12.1,0,3.0,30,1,50,23.63,7.5,3.8,48,11,3781,387,149,45,80.00,13.65,1.62,0.83,0,0.88,203,145,2.31,3.5,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120.1995,1995,0,0,7/18/1995,199,736554,4070231,,,,,75.0,11836,420,,,,,71.4,10.0,3,10.0,2,15,340,20.16,6.9,4.6,41,10,3264,258,100,52,80.95,10.66,1.27,1.12,1.5,0.95,347,104,2.29,3.8,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121.1995,1995,0,0,7/18/1995,199,,,,,,,20.0,1709,84,,,,,10.9,10.2,1,0.0,0,10,360,35.98,7.5,6.2,88,19,6232,316,180,75,86.60,7.32,1.28,0.91,0,1.03,343,46,3.42,7.7,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122.1995,1995,0,0,7/19/1995,200,729297,4076412,,,,,0.1,1227,1,,,,,0.0,0.0,20,3.0,15,5,310,31.35,7.4,5.4,133,21,5160,391,280,74,82.29,10.39,2.29,1.03,0,0.96,417,88,2.5,5.3,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123.1995,1995,0,0,7/19/1995,200,729347,4076465,,,,,0.5,0,0,,,,,0.0,0.0,0,20.0,1,6,250,20.25,6.5,7.9,46,11,2618,475,140,77,64.64,19.55,1.77,1.65,7.5,0.84,245,75,1.88,7.4,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124.1995,1995,0,0,7/19/1995,200,729314,4076297,,,,,0.1,0,0,,,,,0.0,0.0,0,20.0,20,5,300,19.34,7.1,6.9,32,9,2988,363,150,37,77.25,15.64,1.99,0.83,0,0.88,171,103,2.2,9.1,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130.1995,1995,0,0,8/5/1995,217,,,,,,,0.0,0,0,,,,,0.0,0.0,0,0.0,2,1,280,18.02,7.3,4.4,21,9,2940,241,196,17,81.58,11.15,2.79,0.41,0,0.83,109,72,2,3.5,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131.1995,1995,0,0,8/5/1995,217,,,,,,,0.0,0,0,,,,,0.0,0.0,100,0.0,0,0,300,27.41,6.5,4,45,18,4015,370,232,59,73.24,11.25,2.17,9.4,7.5,1.17,466,126,0.73,2.7,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132.1995,1995,0,0,8/5/1995,217,,,,,,,0.0,0,0,,,,,0.0,0.0,50,0.0,1,0,30,25.89,6.00,4.40,60.00,9.00,3164.00,380.00,185.00,264.00,61.10,12.23,1.83,4.43,15.00,0.96,415.00,91.00,2.03,3.70,521.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133.1995,1995,0,0,8/6/1995,218,,,,,,,0.2,0,0,,,,,0.0,0.0,0,50.0,5,19,340,28.52,7.40,6.20,27.00,14.00,4973.00,198.00,280.00,35.00,87.18,5.79,2.52,0.53,0.00,1.10,77.00,231.00,2.57,5.00,541.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134.1995,1995,0,0,8/6/1995,218,,,,,,,75.0,22211,51,,,,,81.8,5.7,0,0.0,20,2,45,20.32,7.00,5.10,29.00,37.00,3289.00,264.00,265.00,24.00,80.92,10.83,3.34,0.51,0.00,1.11,124.00,177.00,2.52,7.60,368.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135.1995,1995,0,0,8/7/1995,219,,,,,,,0.0,0,0,,,,,0.0,0.0,0,60.0,30,1,200,9.38,5.80,2.30,23.00,43.00,1068.00,134.00,132.00,16.00,56.93,11.90,3.61,0.74,21.00,0.50,156.00,46.00,1.07,6.50,591.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136.1995,1995,0,0,8/7/1995,219,,,,,,,25.0,9772,58,,,,,60.2,32.9,0,2.0,30,5,110,21.20,6.50,6.20,23.00,11.00,3105.00,294.00,201.00,18.00,73.23,11.56,2.43,0.37,7.50,0.70,153.00,89.00,1.79,5.70,468.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137.1995,1995,0,0,8/7/1995,219,,,,,,,70.0,7086,170,,,,,70.1,9.0,0,0.0,1,1,45,30.67,7.80,4.10,32.00,21.00,5340.00,246.00,280.00,24.00,82.05,6.68,2.34,0.34,0.00,1.07,203.00,123.00,2.60,7.10,209.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138.1995,1995,0,0,8/8/1995,220,,,,,,,0.0,0,0,,,,,0.0,0.0,0,3.0,5,2,140,34.42,7.50,6.90,136.00,14.00,5719.00,429.00,276.00,46.00,83.08,10.39,2.06,0.58,0.00,1.23,268.00,111.00,4.08,3.60,304.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139.1995,1995,0,0,8/8/1995,220,,,,,,,0.1,0,0,,,,,0.0,0.0,0,8.0,1,1,150,36.34,7.50,4.80,112.00,12.00,6181.00,385.00,211.00,62.00,85.04,8.83,1.49,0.74,0.00,1.05,268.00,140.00,3.14,3.00,229.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140.1995,1995,0,0,8/8/1995,220,,,,,,,0.0,0,0,,,,,0.0,0.0,85,0.0,10,1,10,27.40,6.60,2.90,55.00,9.00,4031.00,400.00,282.00,52.00,73.56,12.17,2.64,0.83,6.00,0.83,463.00,272.00,1.34,2.30,644.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141.1995,1995,0,0,8/8/1995,220,726473,4079998,,,,,3.0,0,0,,,,,0.0,0.0,0,0.0,1,8,200,37.61,7.60,4.60,44.00,6.00,6129.00,574.00,215.00,47.00,81.47,12.72,1.47,0.54,0.00,1.12,128.00,158.00,2.92,4.50,404.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142.1995,1995,0,0,8/8/1995,220,,,,,,,25.0,6837,402,,,,,20.6,30.2,70,0.2,1,2,335,37.95,7.50,7.40,84.00,7.00,6788.00,244.00,137.00,33.00,89.43,5.36,0.93,0.38,0.00,0.96,418.00,91.00,1.68,4.30,286.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,201.1997,1997,0,1,6/6/1997,157,725000,4081000,,,,,0.5,0,0,,,,,0.0,0.0,0,20.0,30,6,220,15.68,5.5,5.2,34,11,1561,213,115,23,49.78,11.32,1.88,0.64,30,0.77,176,92,1.28,6.3,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,202.1997,1997,0,1,6/3/1997,154,726000,4081000,,,,,5.0,0,0,,,,,0.0,0.0,0,20.0,1,9,45,27.61,6,5.2,34,8,3515,470,136,32,63.65,14.19,1.26,0.5,15,0.97,148,36,2.14,4.1,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,203.1997,1997,0,1,6/4/1997,155,725000,4080000,,,,,0.5,0,0,,,,,0.0,0.0,0,0.5,20,5,265,23.39,6.8,4.2,35,13,3527,412,157,32,75.40,14.68,1.72,0.59,3,0.89,125,32,2.68,2.9,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,204.1997,1997,0,1,6/4/1997,155,726000,4080000,,,,,0.0,0,0,,,,,0.0,0.0,0,0.0,20,2,118,32.24,7,7.5,43,22,5229,453,298,32,81.09,11.71,2.37,0.43,0,1.5,140,105,2.8,4.3,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,207.1997,1997,0,1,6/5/1997,156,729000,4076000,,,,,0.5,0,0,,,,,0.0,0.0,0,60.0,2,10,296,21.83,5.8,5.5,36,8,2322,463,105,56,53.18,17.67,1.23,1.12,21,0.89,216,28,2.05,3.4,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,209.1997,1997,0,1,6/5/1997,156,728000,4079000,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,1,0,122,33.06,5.9,5.8,38,10,4020,557,162,24,60.80,14.04,1.26,0.32,18,0.95,114,23,2.16,3.2,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,210.1997,1997,0,1,6/6/1997,157,726000,4079000,,,,,0.5,0,0,,,,,0.0,0.0,0,3.0,2,4,85,36.42,7.4,6.5,40,14,6210,377,255,27,85.25,8.63,1.8,0.32,0,1.07,110,107,2.3,6.8,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,211.1997,1997,0,1,6/6/1997,157,727000,4079000,,,,,5.0,0,0,,,,,0.0,0.0,0,1.0,1,5,220,25.43,6,5.4,39,12,3070,510,163,52,60.36,16.71,1.64,0.89,15,0.79,181,50,2.17,4,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,212.1997,1997,0,1,6/6/1997,157,725000,4079000,,,,,10.0,0,0,,,,,0.0,0.0,0,10.0,1,5,348,37.98,7.1,6.8,56,13,6148,570,207,75,80.94,12.51,1.4,0.86,0,1.53,124,104,4.2,9.2,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,213.1997,1997,0,1,6/6/1997,157,725000,4078000,,,,,0.0,0,0,,,,,0.0,0.0,0,10.0,2,10,44,30.55,7,6.4,53,10,4759,553,188,73,77.89,15.08,1.58,1.04,0,1.89,154,118,3.77,3,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,214.1997,1997,0,1,6/6/1997,157,725000,4077000,,,,,0.0,0,0,,,,,0.0,0.0,0,0.5,40,14,131,50.49,7.3,3.6,52,7,8117,445,245,804,80.39,7.35,1.24,6.92,0,1.58,72,127,5.03,9.1,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,216.1997,1997,0,1,6/6/1997,157,728000,4077000,,,,,0.0,0,0,,,,,0.0,0.0,0,1.0,10,4,290,26.42,7.1,4.1,62,8,4111,494,134,63,77.79,15.58,1.3,1.04,0,1.12,192,111,3.2,4,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,217.1997,1997,0,1,6/10/1997,161,730000,4082000,,,,,20.0,0,0,,,,,0.0,0.0,0,0.0,20,4,253,12.94,6,3.5,29,11,1681,184,99,25,64.95,11.85,1.96,0.84,15,0.73,157,74,1.29,4,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,218.1997,1997,0,1,6/11/1997,162,726000,4077000,,,,,0.0,0,0,,,,,0.0,0.0,0,10.0,30,10,228,31.12,6.5,7.4,35,8,4589,426,253,27,73.73,11.41,2.08,0.38,7.5,1.02,108,65,3.2,2.9,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,219.1997,1997,0,1,6/11/1997,162,726000,4078000,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,3,8,212,35.12,7.5,5.8,44,10,5408,705,276,29,76.99,16.73,2.02,0.36,0,2.63,86,74,3.05,2.5,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,221.1997,1997,0,1,6/11/1997,162,728000,4081000,,,,,1.0,0,0,,,,,0.0,0.0,0,0.0,2,2,298,34.96,6.5,7.1,39,13,5089,530,233,39,72.78,12.63,1.71,0.49,7.5,1.1,130,59,3.36,2.9,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223.1997,1997,0,1,6/12/1997,163,729000,4082000,,,,,15.0,172,176,1,0,0,0,0.3,0.5,0,0.0,0,10,43,12.01,5.6,3.2,25,7,1243,176,98,21,51.75,12.21,2.09,0.76,27,0.67,129,39,1.65,3.7,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,224.1997,1997,0,1,6/12/1997,163,727000,4077000,,,,,0.5,0,0,,,,,0.0,0.0,0,5.0,20,6,49,36.85,6.8,8,44,8,6091,329,268,39,82.65,7.44,1.86,0.46,3,1.7,84,111,4.04,14.7,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,225.1997,1997,0,1,6/12/1997,163,727000,4078000,,,,,0.5,0,0,,,,,0.0,0.0,5,0.5,10,12,55,43.12,8,4,61,8,7039,674,226,61,81.62,13.03,1.34,0.62,0,1.71,89,122,3.07,2.2,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227.1997,1997,0,1,6/13/1997,164,729000,4079000,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,20,5,210,14.82,6,3.8,27,14,1720,308,201,26,58.03,17.32,3.48,0.76,15,0.61,97,38,1.76,8.1,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,228.1997,1997,0,1,6/13/1997,164,727000,4081000,,,,,0.0,0,0,,,,,0.0,0.0,0,0.5,2,8,278,33.14,7.4,4.9,61,4,4796,834,212,80,72.35,20.97,1.64,1.05,0,1.26,124,95,3.29,5.3,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,229.1997,1997,0,1,6/13/1997,164,730000,4078000,,,,,0.0,0,0,,,,,0.0,0.0,0,0.0,5,3,225,34.11,7,6.8,38,8,5756,354,294,28,84.37,8.65,2.21,0.36,0,1.33,101,73,2.39,4,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230.1997,1997,0,1,6/13/1997,164,728000,4076000,,,,,0.5,0,0,,,,,0.0,0.0,0,3.0,1,10,45,33.23,7.3,6.8,30,8,5841,240,202,33,87.88,6.02,1.56,0.43,0,1.79,79,78,2.55,2.4,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231.1997,1997,0,1,6/13/1997,164,730000,4075000,,,,,2.0,2438,17,,,,,0.0,0.0,0,0.0,1,10,130,15.77,5.9,2.9,27,8,1993,207,102,23,63.19,10.94,1.66,0.63,18,0.69,125,62,1.87,5,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,232.1997,1997,0,1,6/13/1997,164,729000,4081000,,,,,35.0,4966,387,7,4,23,54,22.0,22.9,0,0.5,1,12,45,9.33,6,2.8,27,22,1217,121,90,23,65.22,10.81,2.47,1.07,15,0.61,116,120,1.1,6.6,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,233.1997,1997,0,1,6/13/1997,164,729000,4075000,,,,,10.0,1169,18,5,0,12,0,4.3,5.7,0,5.0,1,3,138,10.31,6.1,3.3,21,16,1346,149,129,19,65.28,12.04,3.21,0.8,13.5,0.77,132,80,1.29,8,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,234.1997,1997,0,1,6/14/1997,165,730000,4073000,,,,,20.0,577,7,,,,,0.0,0.0,0,10.0,1,20,265,16.96,6.3,3.9,29,13,2300,279,144,27,67.81,13.71,2.18,0.69,10.5,0.65,149,131,2.28,7.2,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,235.1997,1997,0,1,6/18/1997,169,731000,4072000,,,,,5.0,1102,2,,,,,0.0,0.0,0,1.0,1,6,198,11.74,5.6,2.4,26,11,1216,173,84,24,51.79,12.28,1.83,0.89,27,0.81,196,83,1.96,3.9,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,236.1997,1997,0,1,6/17/1997,168,731000,4075000,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,8,14,160,30.33,7.5,4,41,11,4983,426,185,48,82.14,11.7,1.56,0.69,0,0.93,112,59,2.37,3.1,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,237.1997,1997,0,1,6/17/1997,168,733000,4072000,,,,,0.0,0,0,,,,,0.0,0.0,0,0.0,1,1,290,22.01,7.3,5.3,30,13,3546,256,448,22,80.55,9.69,5.22,0.43,0,1.1,59,131,2.53,4.1,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,239.1997,1997,0,1,6/18/1997,169,732000,4072000,,,,,0.0,0,0,,,,,0.0,0.0,0,20.0,20,2,205,23.62,7.1,4.6,37,14,4045,160,367,25,85.62,5.64,3.98,0.46,0,1.1,55,278,2.39,3.8,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,240.1997,1997,0,1,6/18/1997,169,733000,4073000,,,,,0.5,0,0,,,,,0.0,0.0,0,4.0,3,7,300,20.58,6,4.3,31,10,2551,379,145,23,61.98,15.35,1.81,0.49,15,0.81,99,18,1.71,2.7,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,241.1997,1997,0,1,6/18/1997,169,731000,4073000,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,30,1,36,20.56,5.6,4.5,35,6,2034,360,170,30,49.46,14.59,2.12,0.63,27,0.73,215,22,1.58,3,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,242.1997,1997,0,1,6/18/1997,169,732000,4073000,,,,,5.0,0,0,,,,,0.0,0.0,0,10.0,1,14,270,20.75,5.8,4.6,34,11,2281,398,110,43,54.96,15.98,1.36,0.9,21,0.79,214,26,1.72,3.1,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,243.1997,1997,0,1,6/19/1997,170,734000,4072000,,,,,0.5,0,0,,,,,0.0,0.0,0,10.0,7,2,40,27.23,6.1,5.6,31,11,3811,296,194,27,69.98,9.06,1.83,0.43,13.5,0.95,112,31,2.17,3.1,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,245.1997,1997,0,1,6/19/1997,170,730000,4074000,,,,,2.0,2191,16,,,,,0.0,0.0,0,10.0,3,21,244,20.46,5.8,3,30,11,2332,342,124,34,56.99,13.93,1.55,0.72,21,0.71,141,54,1.8,2.1,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,246.1997,1997,0,1,6/18/1997,169,732000,4074000,,,,,0.5,0,0,,,,,0.0,0.0,0,1.0,1,20,315,21.9,6,5.2,33,7,2694,415,120,46,61.51,15.79,1.4,0.91,15,0.79,154,16,2.07,2.9,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247.1997,1997,0,1,6/19/1997,170,733000,4075000,,,,,0.0,0,0,,,,,0.0,0.0,0,0.5,1,2,221,27.16,6.5,5,35,5,4038,349,197,43,74.34,10.71,1.86,0.69,7.5,1.07,122,32,2.87,2.3,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,248.1997,1997,0,1,6/20/1997,171,735000,4072000,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,20,1,270,24.96,5.9,5.3,33,8,3291,248,177,21,65.93,8.28,1.82,0.37,18,0.77,135,47,2.57,4.6,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,249.1997,1997,0,1,6/20/1997,171,736000,4072000,,,,,1.0,0,10,,,,,0.0,0.0,0,20.0,20,0,120,42.52,7.4,7,46,13,7332,400,277,26,86.22,7.84,1.67,0.27,0,1.86,83,92,3.59,6.7,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,250.1997,1997,0,1,6/20/1997,171,733000,4070000,,,,,0.5,0,0,,,,,0.0,0.0,0,0.5,5,2,320,35.46,6.8,7,34,13,5878,327,196,34,82.88,7.68,1.42,0.42,3,1.14,110,43,3.05,6,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,251.1997,1997,0,1,6/20/1997,171,736000,4071000,,,,,70.0,21139,90,25,62,76,82,61.3,25.6,0,2.0,30,10,38,31.01,6.6,5.4,34,10,5031,223,206,28,81.12,5.99,1.7,0.39,6,1.07,156,106,2.77,4.7,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,252.1997,1997,0,1,6/25/1997,176,733000,4074000,,,,,0.0,0,0,,,,,0.0,0.0,0,0.0,10,2,310,33.24,7.4,5.3,41,8,5631,366,223,30,84.70,9.18,1.72,0.39,0,1.58,98,60,3.13,2.5,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,253.1997,1997,0,1,6/25/1997,176,733000,4071000,,,,,0.0,0,0,,,,,0.0,0.0,0,10.0,20,1,40,26.79,6.3,5,27,6,3996,216,294,18,74.58,6.72,2.81,0.29,10.5,1.09,64,215,3.04,5.2,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,255.1997,1997,0,1,6/26/1997,177,735000,4071000,,,,,0.5,0,0,,,,,0.0,0.0,0,7.0,2,21,310,35.71,7.3,4.1,30,8,6382,210,201,17,89.36,4.9,1.44,0.21,0,1.26,55,71,2.07,3.1,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
