plot,plot_yr,yr,repeat_plot,grid_plot,date_samp,jul_day,easting,northing,coord_comments,grassht,forbht,woodyht,woodypct,basal_area,density,dens_c1,dens_c2,dens_c3,dens_c4,avgdens,stddens,waterpct,rockpct,barepct,slope,aspect,TEC,PH,ORG,S,P,CA,MG,K,NA,BCA,BMG,BK,BNA,BH,B,FE,MN,CU,ZN,AL,rain6,rain7,rain8,rain9,rain10,rain11,rain12,rain1,rain2,rain3,rain4,rain5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp1,temp2,temp3,temp4,temp5,OrBis,bison,YrsOB,BP5Yrs,YrsSLB,burn,date_of_burn,jul_day_burn
256,256.1997,1997,0,1,6/26/1997,177,729000,4080000,,,,,2.0,0,0,,,,,0.0,0.0,0,0.0,2,3,38,15.93,6,3.9,34,8,1922,331,92,18,60.33,17.32,1.48,0.49,15,0.65,127,40,1.9,2.7,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,257.1997,1997,0,1,6/26/1997,177,730000,4081000,,,,,5.0,0,0,,,,,0.0,0.0,0,0.5,0,3,320,20.4,6,5.2,36,12,2606,332,138,20,63.87,13.56,1.73,0.43,15,0.79,188,41,1.99,6.2,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,258.1997,1997,0,1,6/27/1997,178,730000,4079000,,,,,10.0,0,0,,,,,0.0,0.0,0,20.0,5,11,30,23.63,5.6,6.2,35,10,2202,512,152,27,46.59,18.06,1.65,0.5,27,0.69,205,31,2.75,4.1,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,1011.1997,1997,0,0,6/17/1997,168,727913,4079028,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,1,6,90,27.06,6.1,6.2,39,8,3698,357,160,29,68.33,10.99,1.52,0.47,13.5,1.09,209,32,2.96,3.3,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,1012.1997,1997,0,0,6/17/1997,168,727923,4079028,,,,,0.5,0,0,,,,,0.0,0.0,0,1.0,0,4,90,27.44,6.1,5.5,39,14,3670,416,151,25,66.87,12.63,1.41,0.4,13.5,0.93,180,20,2.73,3,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,1013.1997,1997,0,0,6/17/1997,168,727913,4079038,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,1,6,45,23.01,6.4,5.6,36,14,3144,425,154,30,68.32,15.39,1.72,0.57,9,1.1,176,27,2.87,2.7,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,1014.1997,1997,0,0,6/17/1997,168,727923,4079038,,,,,1.0,0,0,,,,,0.0,0.0,0,0.5,1,5,45,26.44,6.1,5.7,34,14,3406,470,141,44,64.41,14.81,1.37,0.72,13.5,0.98,184,21,2.66,3,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,1021.1997,1997,0,0,6/19/1997,170,727952,4079832,,,,,3.0,0,0,,,,,0.0,0.0,0,0.0,3,2,180,25.4,6,5,36,10,3041,552,123,23,59.86,18.11,1.24,0.39,15,0.77,132,21,2.12,2.9,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,1022.1997,1997,0,0,6/19/1997,170,727962,4079832,,,,,2.0,0,0,,,,,0.0,0.0,0,0.0,5,2,180,23.59,6,4.8,38,8,2789,531,115,26,59.11,18.76,1.25,0.48,15,0.79,149,29,2.16,2.7,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,1023.1997,1997,0,0,6/19/1997,170,727952,4079842,,,,,10.0,0,0,,,,,0.0,0.0,0,0.0,10,2,180,25.76,5.9,5.5,41,6,2926,538,170,30,56.79,17.4,1.69,0.51,18,1.09,160,33,2.16,3.1,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,1024.1997,1997,0,0,6/19/1997,170,727962,4079842,,,,,5.0,0,0,,,,,0.0,0.0,0,0.0,2,2,180,23.86,6,5,40,6,2817,521,170,30,59.03,18.2,1.83,0.55,15,0.79,174,35,2.39,2.5,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,1031.1997,1997,0,0,6/23/1997,174,725451,4077927,,,,,0.5,0,0,,,,,0.0,0.0,0,3.0,1,14,135,17.62,6,5.3,30,22,2269,260,171,17,64.39,12.3,2.49,0.42,15,0.77,117,41,1.4,4.3,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,1032.1997,1997,0,0,6/23/1997,174,725461,4077927,,,,,0.5,0,0,,,,,0.0,0.0,0,2.0,1,7,135,21.06,5.9,4.8,37,12,2614,305,159,17,62.06,12.07,1.94,0.35,18,0.77,128,27,1.54,2.7,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,1033.1997,1997,0,0,6/23/1997,174,725451,4077937,,,,,1.0,0,0,,,,,0.0,0.0,0,2.0,1,8,170,16.1,6,5.7,34,26,1997,240,302,13,62.02,12.42,4.81,0.35,15,0.73,84,50,1.24,7.2,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,1034.1997,1997,0,0,6/23/1997,174,725461,4077937,,,,,0.5,0,0,,,,,0.0,0.0,0,2.0,1,9,135,18.21,6,5.7,30,20,2307,284,209,14,63.34,13,2.94,0.33,15,0.77,97,35,1.42,4.4,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,1041.1997,1997,0,0,6/20/1997,171,726365,4076844,,,,,0.0,0,0,,,,,0.0,0.0,0,0.0,2,11,135,63.44,7.8,4.7,58,11,10899,725,179,38,85.90,9.52,0.72,0.26,0,1.7,68,20,2.64,2.1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,1042.1997,1997,0,0,6/20/1997,171,726375,4076844,,,,,0.0,0,0,,,,,0.0,0.0,0,8.0,10,11,135,60.61,7.9,4.4,53,10,10351,735,172,39,85.39,10.11,0.73,0.28,0,1.71,51,21,2.6,2.4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,1043.1997,1997,0,0,6/20/1997,171,726365,4076854,,,,,0.0,0,0,,,,,0.0,0.0,0,0.0,2,10,90,68.55,8,5.8,59,10,11918,718,190,37,86.93,8.73,0.71,0.23,0,1.86,98,24,3.23,2.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,1044.1997,1997,0,0,6/20/1997,171,726375,4076854,,,,,0.0,0,0,,,,,0.0,0.0,0,0.5,5,13,135,70.96,7.9,5,58,8,12342,738,182,35,86.96,8.67,0.66,0.21,0,1.65,62,30,2.62,2.7,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,1051.1997,1997,0,0,6/25/1997,176,728568,4079415,,,,,10.0,0,0,,,,,0.0,0.0,0,0.0,1,2,270,12.31,6.3,3.2,28,10,1713,192,62,16,69.58,13,1.29,0.57,10.5,0.63,207,31,1.24,3.5,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,1052.1997,1997,0,0,6/25/1997,176,728578,4079415,,,,,1.0,0,0,,,,,0.0,0.0,0,0.0,1,2,270,12.07,6,3.3,28,8,1540,189,97,19,63.79,13.05,2.06,0.68,15,0.67,182,36,1.17,3.7,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,1053.1997,1997,0,0,6/25/1997,176,728568,4079425,,,,,1.0,0,0,,,,,0.0,0.0,0,0.0,1,2,315,11.21,5.6,3.3,27,7,1098,202,93,18,48.97,15.02,2.13,0.7,27,0.67,205,24,1.17,3.1,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,1054.1997,1997,0,0,6/25/1997,176,728578,4079425,,,,,1.0,0,0,,,,,0.0,0.0,0,0.0,1,2,0,11.51,6,3.4,29,8,1402,226,72,20,60.90,16.36,1.6,0.76,15,0.69,205,28,1.28,3.9,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,1061.1997,1997,0,0,6/19/1997,170,728836,4077151,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,3,0,0,22.07,6.1,5.2,36,10,2744,406,127,119,62.17,15.33,1.48,2.34,13.5,0.79,150,43,2.14,2.5,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,1062.1997,1997,0,0,6/19/1997,170,728846,4077151,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,3,0,0,15.99,6.9,4.6,35,3,2131,401,110,172,66.64,20.9,1.76,4.68,1.5,0.79,132,46,2.23,2.1,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,1063.1997,1997,0,0,6/19/1997,170,728836,4077161,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,4,0,0,20.35,6.6,5,40,7,2684,436,127,177,65.95,17.85,1.6,3.78,6,0.79,148,47,2.12,2.5,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,1064.1997,1997,0,0,6/19/1997,170,728846,4077161,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,3,0,0,19.24,6.1,4.5,32,14,2256,402,108,170,58.63,17.41,1.44,3.84,13.5,0.79,121,43,2.05,2.1,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,1071.1997,1997,0,0,6/24/1997,175,728250,4080845,,,,,1.0,0,0,,,,,0.0,0.0,0,0.5,1,1,0,25.92,5.6,5.1,37,13,2561,494,123,18,49.40,15.88,1.22,0.3,27,0.79,143,16,1.42,2.1,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1072.1997,1997,0,0,6/24/1997,175,728260,4080845,,,,,2.0,0,0,,,,,0.0,0.0,0,0.5,1,2,0,27.12,5.6,5.3,36,8,2776,453,150,17,51.18,13.92,1.42,0.27,27,0.79,153,15,1.62,2.1,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,1073.1997,1997,0,0,6/24/1997,175,728250,4080855,,,,,1.0,0,0,,,,,0.0,0.0,0,0.0,1,1,0,26.73,5.8,5.5,37,13,2901,544,173,19,54.26,16.96,1.66,0.31,21,0.79,168,21,1.76,3.1,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,1074.1997,1997,0,0,6/24/1997,175,728260,4080855,,,,,1.0,0,0,,,,,0.0,0.0,0,0.5,1,3,45,27.8,5.9,6.1,35,10,3282,509,198,18,59.03,15.26,1.83,0.28,18,0.97,156,18,1.92,2.9,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,1091.1997,1997,0,0,6/27/1997,178,726781,4081025,,,,,10.0,0,0,,,,,0.0,0.0,0,0.0,1,2,180,34.63,6,6.5,49,11,4415,577,218,28,63.75,13.88,1.61,0.35,15,1.1,217,48,3.52,2.7,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,1092.1997,1997,0,0,6/27/1997,178,726791,4081025,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,1,2,135,34.8,6.1,7.1,46,14,4589,554,243,25,65.93,13.27,1.79,0.31,13.5,1.09,196,48,3.34,3.6,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,1093.1997,1997,0,0,6/27/1997,178,726781,4081035,,,,,8.0,0,0,,,,,0.0,0.0,0,0.0,1,2,135,34.17,5.9,6.9,42,10,4122,579,219,25,60.32,14.12,1.64,0.32,18,1.01,216,50,3.29,3.3,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,1094.1997,1997,0,0,6/27/1997,178,726791,4081035,,,,,0.5,0,0,,,,,0.0,0.0,0,0.0,1,2,135,37.31,5.9,7.2,45,10,4564,597,233,26,61.16,13.33,1.6,0.3,18,1.1,197,47,3.2,3,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1101.1997,1997,0,0,6/24/1997,175,724885,4077738,,,,,0.5,0,0,,,,,0.0,0.0,0,0.5,1,3,45,24.1,5.8,6,41,6,2693,440,137,37,55.87,15.21,1.46,0.67,21,0.97,169,54,2.01,4.3,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,1102.1997,1997,0,0,6/24/1997,175,724895,4077738,,,,,0.5,0,0,,,,,0.0,0.0,0,2.0,1,4,45,24.03,5.8,5.9,34,1,2653,460,125,39,55.20,15.95,1.33,0.71,21,0.73,173,50,1.98,4.3,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,1103.1997,1997,0,0,6/24/1997,175,724885,4077748,,,,,1.0,0,0,,,,,0.0,0.0,0,1.0,1,4,90,26.54,5.5,5.8,38,8,2544,441,107,49,47.93,13.85,1.03,0.8,30,0.79,185,49,1.94,3.1,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,1104.1997,1997,0,0,6/24/1997,175,724895,4077748,,,,,0.5,0,0,,,,,0.0,0.0,0,2.0,1,6,45,24.39,5.6,6.4,40,8,2459,419,110,51,50.41,14.32,1.16,0.91,27,0.93,221,63,2.3,4.3,694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,301.1998,1998,0,1,6/3/1998,154,731000,4083000,,0.6,0.7,0.4,0.5,0,0,,,,,0.0,0.0,0,0.0,30,4,140,16.95,5.8,3.62,26,8,1746,300,119,20,51.5,14.75,1.8,0.51,31.45,0.7,109,57,2.41,2.99,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,302.1998,1998,0,1,6/3/1998,154,732000,4082000,,0.6,0.5,0.4,0.5,0,0,,,,,0.0,0.0,0,0.5,20,1,135,23.48,6.1,5.18,38,7,2410,602,160,155,51.32,21.37,1.75,2.87,22.7,0.78,216,54,3.13,3.79,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,304.1998,1998,0,1,6/4/1998,155,731000,4081000,,0.8,0.8,0.6,5.0,0,0,,,,,0.0,0.0,0,0.0,15,5,220,22.11,5.8,4.85,34,8,2626,373,162,29,59.38,14.06,1.88,0.57,24.11,0.86,180,26,3.57,2.99,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,305.1998,1998,0,1,6/4/1998,155,731000,4080000,,0.8,0.8,10.0,60.0,24530,224,39,79,73,40,57.8,21.2,0,3.0,5,3,115,20.68,5.6,3.60,34,8,2080,250,122,27,50.29,10.07,1.51,0.57,37.55,0.7,255,116,4.34,5.33,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,306.1998,1998,0,1,6/4/1998,155,732000,4079000,,0.7,0.6,0.4,1.0,0,0,,,,,0.0,0.0,0,2.0,1,8,330,26.03,5.8,5.71,38,13,2203,505,170,38,42.32,16.17,1.67,0.63,39.19,0.7,299,23,3.25,4.36,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,310.1998,1998,0,1,6/5/1998,156,731000,4085000,,1.0,0.7,0.6,1.0,0,0,,,,,0.0,0.0,0,20.0,10,31,30,20.52,5.8,4.14,25,10,2243,413,172,22,54.65,16.77,2.15,0.47,25.97,0.65,108,39,2.53,2.58,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,311.1998,1998,0,1,6/5/1998,156,732000,4086000,,0.5,0.7,0.4,1.0,0,0,,,,,0.0,0.0,0,3.0,15,12,120,25.81,5.9,6.90,31,10,2692,478,195,24,52.15,15.43,1.94,0.4,30.09,0.7,233,30,2.49,5.89,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,312.1998,1998,0,1,6/5/1998,156,732000,4085000,,0.5,0.6,0.4,1.0,0,0,,,,,0.0,0.0,0,10.0,10,12,215,23.36,5.8,6.26,34,13,2380,507,189,47,50.94,18.09,2.07,0.87,28.03,0.82,256,27,2.39,5.17,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,313.1998,1998,0,1,6/5/1998,156,730000,4084000,,1.0,0.9,0.0,0.0,0,0,,,,,0.0,0.0,0,0.5,10,7,72,37.89,7.3,6.72,36,10,6944,263,345,21,91.63,5.78,2.33,0.24,0,1.76,95,121,2.55,2.42,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,314.1998,1998,0,1,6/5/1998,156,730000,4085000,,0.5,0.8,0.5,5.0,0,0,,,,,0.0,0.0,0,0.5,10,3,220,32.71,6.5,8.26,32,10,4976,336,320,23,76.06,8.56,2.51,0.31,12.57,1.05,126,117,3.11,6.13,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,315.1998,1998,0,1,6/9/1998,160,732000,4080000,,0.6,0.7,0.5,0.5,0,0,,,,,0.0,0.0,0,7.0,10,4,150,19.11,6.3,5.09,27,8,2777,343,234,21,72.66,14.96,3.14,0.48,8.77,0.64,115,49,2.45,2.99,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,316.1998,1998,0,1,6/9/1998,160,733000,4080000,,1.0,0.9,0.7,0.5,0,0,,,,,0.0,0.0,0,1.0,40,5,5,34.60,7.2,5.79,40,14,5732,585,284,78,82.83,14.09,2.1,0.98,0,1.16,138,41,2.81,5.25,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,318.1998,1998,0,1,6/9/1998,160,734000,4080000,,0.6,0.8,0.0,0.0,0,0,,,,,0.0,0.0,0,15.0,10,1,318,31.77,7.6,5.24,56,10,5531,383,236,74,87.05,10.05,1.9,1.01,0,1.58,181,104,4.08,4.12,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,320.1998,1998,0,1,6/10/1998,161,735000,4083000,,,,3.0,10.0,1437,6,34,2,1,12,12.3,15.3,0,15.0,5,15,320,30.64,6.7,6.83,37,28,5125,289,327,22,83.63,7.86,2.74,0.31,5.47,1.21,120,131,3.41,13.24,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,321.1998,1998,0,1,6/10/1998,161,734000,4084000,,1.0,0.8,0.6,1.0,0,0,,,,,0.0,0.0,0,5.0,0,10,33,29.49,5.8,7.11,39,13,2772,573,186,41,47,16.19,1.62,0.6,34.59,0.7,267,36,3.21,5.97,866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,322.1998,1998,0,1,6/10/1998,161,735000,4084000,,0.7,0.6,0.0,0.0,0,0,,,,,0.0,0.0,0,0.0,1,2,280,26.74,6.8,6.04,31,6,4364,498,232,41,81.6,15.52,2.22,0.67,0,1.14,161,60,2.49,2.82,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,323.1998,1998,0,1,6/10/1998,161,736000,4084000,,0.5,0.6,0.0,0.0,0,0,,,,,0.0,0.0,0,10.0,10,3,240,40.59,7.6,5.63,56,7,7285,393,271,45,89.74,8.07,1.71,0.48,0,1.29,106,82,3.53,4.04,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,324.1998,1998,0,1,6/10/1998,161,737000,4084000,,0.5,0.4,0.3,0.5,0,0,,,,,0.0,0.0,0,15.0,5,10,230,33.96,7.3,6.62,34,9,6086,302,338,34,89.61,7.41,2.55,0.44,0,1.51,100,137,4.04,5.25,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,325.1998,1998,0,1,6/10/1998,161,736000,4070000,,0.8,0.7,0.6,1.0,0,0,,,,,0.0,0.0,0,3.0,0,3,307,34.32,7.2,7.68,31,10,6248,262,300,30,91.03,6.36,2.24,0.38,0,1.41,121,89,3.59,7.75,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,326.1998,1998,0,1,6/10/1998,161,737000,4070000,,0.5,1.0,8.0,65.0,23441,131,78,70,62,70,70.0,6.5,0,0.5,75,2,45,28.81,6.2,6.53,29,18,4018,295,322,25,69.73,8.53,2.87,0.38,18.5,1.01,172,157,1.99,8.72,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,327.1998,1998,0,1,6/10/1998,161,736000,4069000,,0.8,0.8,0.0,0.0,0,0,,,,,0.0,0.0,0,0.0,1,1,196,18.40,6.2,4.17,25,8,2326,238,218,26,63.21,10.78,3.04,0.61,22.35,0.73,129,64,2.79,4.6,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,328.1998,1998,0,1,6/10/1998,161,738000,4070000,,1.4,0.9,1.2,2.0,0,0,,,,,0.0,0.0,0,5.0,5,3,300,12.98,5.6,4.00,22,13,972,141,120,21,37.44,9.05,2.37,0.7,50.45,0.56,224,41,0.92,6.86,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,329.1998,1998,0,1,6/11/1998,162,737000,4069000,,0.6,0.6,6.0,10.0,1384,33,0,4,0,0,1.0,2.0,0,20.0,10,20,330,21.92,6.4,5.23,33,18,3197,416,242,39,72.92,15.82,2.83,0.77,7.65,0.79,136,188,2.33,8.56,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,330.1998,1998,0,1,6/11/1998,162,729000,4083000,,0.9,0.7,1.2,2.0,0,0,,,,,0.0,0.0,3,0.0,1,5,320,27.05,7.0,4.47,137,10,3526,870,148,411,65.18,26.8,1.4,6.61,0,1.06,148,108,3.88,2.82,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,332.1998,1998,0,1,6/11/1998,162,730000,4083000,,0.6,0.6,0.0,0.0,0,0,,,,,0.0,0.0,30,0.0,2,2,300,12.77,7.1,3.01,31,8,1837,338,78,130,71.93,22.06,1.57,4.43,0,0.62,187,80,2.17,3.23,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,333.1998,1998,0,1,6/11/1998,162,735000,4082000,,0.5,0.8,0.3,0.5,0,0,,,,,0.0,0.0,0,0.5,10,4,300,12.86,5.7,3.19,26,6,1100,197,90,37,42.77,12.77,1.79,1.25,41.45,0.62,280,13,1.24,2.1,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,334.1998,1998,0,1,6/11/1998,162,729000,4084000,,1.2,1.3,0.4,0.5,0,0,,,,,0.0,0.0,0,0.0,0,8,122,39.60,7.7,4.88,43,10,6832,562,215,48,86.26,11.83,1.39,0.53,0,1.63,182,127,3.71,2.02,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,335.1998,1998,0,1,6/11/1998,162,736000,4082000,,0.6,0.9,0.0,0.0,0,0,,,,,0.0,0.0,0,0.0,10,8,325,31.52,6.4,6.80,32,10,5375,400,287,26,85.26,10.58,2.33,0.36,1.45,1.07,105,87,2.81,4.04,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336.1998,1998,0,1,6/11/1998,162,732000,4083000,,0.6,0.6,0.2,0.5,0,0,,,,,0.0,0.0,0,0.5,0,2,218,19.18,6.1,4.26,36,6,2309,345,111,84,60.19,14.99,1.48,1.9,21.44,0.68,271,98,2.39,4.28,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,337.1998,1998,0,1,6/11/1998,162,737000,4081000,,0.6,0.5,0.4,0.5,0,0,,,,,0.0,0.0,0,1.0,5,4,30,26.58,5.9,5.70,33,10,3341,457,234,32,62.85,14.33,2.26,0.52,20.05,0.82,132,47,2.03,4.44,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,338.1998,1998,0,1,6/12/1998,163,730000,4080000,,0.7,0.7,0.8,25.0,49,1,1,0,0,0,0.3,0.5,0,0.0,5,1,90,26.59,6.0,6.29,30,13,3191,401,256,21,60,12.57,2.47,0.34,24.63,0.8,232,75,3.29,6.21,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,339.1998,1998,0,1,6/12/1998,163,733000,4083000,,0.6,0.6,0.4,1.0,0,0,,,,,0.0,0.0,0,5.0,0,5,40,17.36,5.9,6.07,25,21,1621,242,239,17,46.69,11.62,3.53,0.43,37.72,0.59,139,74,1.69,9.44,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,340.1998,1998,0,1,6/12/1998,163,734000,4082000,,1.2,1.9,0.4,0.5,844,8,,,,,0.0,0.0,0,0.0,2,4,340,20.74,5.9,4.61,25,10,2382,225,113,28,57.43,9.04,1.4,0.59,31.57,0.85,304,30,2.09,4.6,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,341.1998,1998,0,1,6/12/1998,163,733000,4082000,,0.6,0.6,0.3,0.5,0,0,,,,,0.0,0.0,0,0.5,2,2,137,24.83,6.2,4.75,34,9,2825,577,170,31,56.89,19.37,1.76,0.54,21.47,0.62,189,45,2.39,3.31,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,342.1998,1998,0,1,6/12/1998,163,735000,4081000,,0.5,0.6,0.3,2.0,0,0,,,,,0.0,0.0,0,5.0,5,6,215,16.97,5.4,3.95,26,12,1023,156,102,21,30.14,7.66,1.54,0.54,60.12,0.56,253,57,1.37,5.49,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,344.1998,1998,0,1,6/12/1998,163,735000,4080000,,0.7,0.7,0.0,,0,0,,,,,0.0,0.0,,,,4,90,30.98,7.1,4.75,35,10,5529,324,197,31,89.23,8.72,1.63,0.44,0,1.09,174,120,2.67,2.74,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,345.1998,1998,0,1,6/18/1998,169,731000,4078000,,1.0,0.8,7.0,55.0,18652,176,78,54,43,16,47.8,25.7,0,5.0,50,12,235,16.31,5.7,6.73,25,14,1486,231,133,16,45.55,11.8,2.09,0.43,40.15,0.82,289,137,1.08,9.6,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,347.1998,1998,0,1,6/20/1998,171,731000,4084000,,0.7,0.7,0.0,0.0,0,0,,,,,0.0,0.0,0,30.0,15,5,215,30.65,7.3,8.03,35,20,5490,243,437,13,89.56,6.61,3.66,0.18,0,1.29,71,408,3.21,8.31,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,348.1998,1998,0,1,6/20/1998,171,733000,4084000,,0.8,0.5,0.5,5.0,0,0,,,,,0.0,0.0,0,2.0,5,3,310,24.37,5.8,5.10,26,10,2520,410,206,14,51.7,14.02,2.17,0.25,31.87,0.79,128,27,1.61,4.76,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,349.1998,1998,0,1,6/20/1998,171,732000,4084000,,0.5,0.7,0.5,0.5,0,0,,,,,0.0,0.0,0,15.0,5,18,147,24.08,6.1,6.02,34,10,2922,567,196,30,60.67,19.62,2.09,0.54,17.08,0.9,204,30,2.71,5.17,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,351.1998,1998,0,1,6/20/1998,171,734000,4081000,,0.5,0.8,0.4,0.5,0,0,,,,,0.0,0.0,0,5.0,2,22,115,24.24,5.9,5.89,31,8,2545,536,136,34,52.5,18.43,1.44,0.61,27.01,0.82,243,20,2.09,5.57,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,352.1998,1998,0,1,6/20/1998,171,732000,4078000,,0.6,0.5,0.0,0.0,0,0,,,,,0.0,0.0,0,0.5,20,7,200,18.02,7,5.7,29,17,2833,384,202,31,78.61,17.76,2.87,0.75,0,1.12,153,66,2.08,3.65,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,353.1998,1998,0,1,6/20/1998,171,732000,4077000,,0.6,1.1,0.0,0.0,0,0,,,,,0.0,0.0,0,0.0,20,10,250,29.74,6.7,5.52,32,12,5315,236,260,16,89.36,6.61,2.24,0.23,1.54,1.01,112,96,2.45,3.15,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
